document_id,title,business_class,sensitivity,allowed_roles,owner,version,source_uri,dataset,license,sha256
swg21269136,IBM DataPower off-device logging: a configuration example - United States,engineering-support,internal,engineering,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21269136.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,fb716cd99b7fb13f02989b09ea5855bb10e60f0a480b427fa65e0632aee2bc83
swg21962588,IBM Security Bulletin: Multiple vulnerabilities in IBM Java SDK affect IBM OS Images for Red Hat Linux Systems and AIX (CVE-2015-0410 and CVE-2014-6593) - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21962588.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,9193dd3d3418ba2bf4231583321dfe1a046942b6cd248fb4310ee894687f9c60
swg24041563,IBM ITCAM Agent for WebSphere DataPower Applications: 7.1.0-TIV-ITM_WDP-FP0003 - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg24041563.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,c6e8b681060c666508dc702eeb8cd2e093245b96d82e480de4e759c38b5f1ec1
swg21999724,"IBM Security Bulletin: Vulnerabilities in OpenSSL affect IBM MQ Advanced Message Security (CVE-2016-2177, CVE-2016-2178) - United States",security-support,restricted,restricted,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21999724.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,f2fbff5d60d7174669d61efaf88f3a4b2dcf1774b2aec3bc30df2a7927b43a87
swg21959709,IBM Security Bulletin: Vulnerabilities in IBM Dojo Toolkit affect IBM Image Construction and Composition Tool (CVE-2014-8917) - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21959709.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,7da3ced449a127461d25b481532616f6b705bbbc9d4954fd64d635e29cdc716a
swg22002975,IBM Security Bulletin: A security vulnerability has been identified in IBM Tivoli Network Manager IP Edition shipped with WebSphere Application Server (CVE-2017-1194) - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg22002975.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,a7897abf7a1ec60554b01bf08d1adfa82e6a92d94b59a7e391d04d751dd7a826
swg22009842,IBM Security Bulletin: IBM MQ Appliance is affected by a Network Security Services (NSS) vulnerability (CVE-2017-7805) - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg22009842.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,adb1fc23f4eadd5eeaf3c1e9b054c7c507de1df25b87cc1337caec84b80a6d69
swg21255545,IBM Locating ITM Workspace Application Support Files for z/OS Agents - United States,engineering-support,internal,engineering,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21255545.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,2ab1f57897175d4f12fdbd1a70ab36d2a38091b8f9de44a17efe19d53a8a7f68
swg21599258,IBM Installing IBM Tivoli Directory Server Version 6.3 on RHEL 6 operating system - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21599258.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,00ff9b6b49f63d5a02a0af2ba3ad05b753c6a6b6de9f168558979806c2135c2a
swg21569953,IBM Portal 7.0.0.1 migration may fail with error EJPPH0044E EJPPH0001E ADMC0009E while running upgrade-profile task. - United States,engineering-support,internal,engineering,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21569953.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,40e502e2c872a916a65d0290e378fddf93593c1eadb6d01adb64e08690298e51
swg21690163,IBM Steps to disable RC4 SSL ciphers in Tivoli Integrated Portal - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21690163.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,e973de7a7dd39d5a2b03c7face8bda35a0fef95849606dade51180418db30a9c
swg21577138,IBM MQ 7.1 and later: How to remove a channel authentication record (CHLAUTH) - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21577138.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,0d667285bce89e3e7548864b8bdaf8415e89be0a9813770cf4a837aba1da25ef
swg27038676,IBM Levels of JRE and GSkit bundled with IBM MQ - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg27038676.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,57320440a8da80c58ce3373a95a1ece5cf1c458362764fe498423b35dc1c95fc
swg21967265,IBM Security Bulletin: MQSISTOP/STARTMSGFLOW commands with unauthorized user succeed affects IBM WebSphere Message Broker and IBM Integration Bus (CVE-2015-5011) - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21967265.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,f1df8205b085cfa08e9dd0f1c915964dc6196f90126f9ae0352f32559e74adb4
swg22013054,IBM Security Bulletin: API Connect is affected by a cross-site scripting vulnerability,security-support,restricted,restricted,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg22013054.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,fa4424e2d6c1e5c1beadef726fe806921bdfff764e9c3bee28570a5e2a244c41
swg21569731,IBM Collect troubleshooting data for the IBM Business Process Manager products - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21569731.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,57cdc32f7b6c121f480a6a957f08f821d0882b31f99b1770ceb2d072c0808fd6
swg22008829,IBM Security Bulletin:IBM Integration Bus is affected by deserialization RCE vulnerability in IBM WebSphere JMS Client - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg22008829.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,c7ff9bb80444fb80eddc70cf1ab277f2eb5d04b4db961df39a4cb5708fa67c75
swg21282614,IBM TroubleShooting: JavaServer Pages (JSP) problems - United States,engineering-support,internal,engineering,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21282614.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,6e17eed025379de47a24a40a4811ac64c95353e9a3bee6e84a748ab8f8af43fc
swg21399255,IBM After upgrading to 7.0.1.0 you get SSL error AMQ9716 - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21399255.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,d1464c590d5280e4f827fd09be028d7a5d226fc571da5cfc426246deb43ee733
swg21512416,IBM OMEGAMON XE MQ Monitoring Agent Issue the ALTER QLOCAL Command - United States,engineering-support,internal,engineering,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21512416.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,cb427468e07ac1615c1643f51473cd6d9d613718bde43e6766b7c2c3663f9a60
swg21971058,"IBM Security Bulletin: Multiple vulnerabilities identified in IBM® Java SDK affect WebSphere Service Registry and Repository Studio (CVE-2015-4872, CVE-2015-4911, CVE-2015-4893, CVE-2015-4803) - United States",security-support,restricted,restricted,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21971058.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,8918f896602f5a070848153b350b196e3d0110a58fa490b546a7882c0ccb9fe5
swg1PI47826,IBM PI47826: VMM DOES NOT CLEAR THE CACHE IF CLEARENTITY MODE IS USED. - United States,operations-support,internal,operations,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg1PI47826.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,ceecf80ef4f8b2c94995d229bd72afc2178fbbf496f86053b1f352f755747a59
swg27023600,IBM WebSphere Message Broker Version 8.0 Readme - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg27023600.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,4efc6812256f53fe2a749db04bdea6cb9571832fa39d6ec5a5f8a4cb1d2536ca
swg21220832,IBM Purging the connection pool of a WebSphere Application Server data source using the data source MBean - United States,engineering-support,internal,engineering,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21220832.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,96cbff16a6bbaf0d8e9787f0fcd36f1157280e945df9fcf0ac410e9150c84d56
swg21405302,IBM Disabling WebSphere administrative security when admin console is not accessible - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21405302.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,edc001c101b4add7a377cf375ac2808ab5684fdef59dcc478c06096daa9b4800
swg21685435,"IBM WebSphere DataPower is not affected by the Bash vulnerabilities (CVE-2014-6271, CVE-2014-7169, CVE-2014-7186, CVE-2014-7187, CVE-2014-6277, and CVE-2014-6278)",security-support,restricted,restricted,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21685435.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,4333ad08b19fdb1d38d43cd611a87035e36e388fadee8a1ddeb247b56fd2ee52
swg21662193,IBM Changes in the default user identifier between WebSphere MQ V7.0.1 classes for JMS and WebSphere MQ V7.1 classes for JMS - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21662193.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,b09f01ae8e9e6a9b99d5dbcef71e10580b0636442b8e31842b9234b40ff0773e
swg21649807,IBM Specifying the profile path in the BPMConfig properties file for IBM Business Process Manager (BPM) - United States,engineering-support,internal,engineering,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21649807.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,93ca444cf2b7b651b9f1e3eaa2a9279f3ac13094d480e2e02d608f229eaeaa99
swg22005400,IBM Security Bulletin: IBM MQ and IBM MQ Appliance MQOPEN call might succeed when it should have failed.  (CVE-2017-1341 ) - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg22005400.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,14631e562afd75f3b172c41b42602cbb7b1e456a1ea8f6e3f4f9cefebd176a68
swg21197705,IBM Using Oracle JDBC driver specific properties through a datasource - United States,engineering-support,internal,engineering,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21197705.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,b8c5716f38c1c04c26cc9b54c00af42d484bb5e34486ccebbbfeeb48c3725aa6
swg21638268,IBM Supported Upgrade and Downgrade paths for DataPower Virtual Edition - United States,engineering-support,internal,engineering,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21638268.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,3050b46301647fd661df65fb9719c524b6e0214f65e4d656ee410936bd03440e
swg21613001,IBM Configuring file content extraction tools for IBM Connections Search - United States,engineering-support,internal,engineering,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21613001.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,45b0c08087139b373a46555cdb96b069481b99f869071b3980848b975fecc5a2
swg22009436,IBM Action required for IBM Integration Bus Hypervisor Edition V9.0 and WebSphere Message Broker Hypervisor Edition V8.0 for security vulnerabilities in Red Hat Linux - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg22009436.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,54033fda535d7d984916bcf2ad93c1f87401fa6a35ae7f51357c99d65ab9e589
swg27048530,IBM Software maintenance strategy for CICS TS and its embedded components - United States,engineering-support,internal,engineering,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg27048530.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,f2010f94f3e6678b0cde02c5075b06e0606e01379b71379156f813f885d37053
swg21695676,IBM Action required for IBM WebSphere MQ Hypervisor Edition for Red Hat Enterprise Linux Server for the GNU C library (glibc) vulnerability (CVE-2015-0235) - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21695676.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,093c68c86a724ffab5c10388ebc5e5e7043888bdfb3ac74270ebc7b5d398278e
swg21138332,IBM Java SDK Upgrade Policy for the IBM WebSphere Application Server - United States,engineering-support,internal,engineering,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21138332.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,ecad2a4b2bf1565824719657565af1a68e53931d6b2f7115453ce73116f0b965
swg21606716,IBM Message RT7507E: Unable to initialize Repository: Default occurs in SystemOut.log after successful database transfer from Derby to DB2 - United States,engineering-support,internal,engineering,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21606716.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,47bb7a7160d369a4d2fe2d4e33bcd6b8318cd047afb073542358ef675b664ab2
swg22013955,IBM Security Bulletin: Multiple Vulnerabilities identified in IBM® Java SDK affect WebSphere Service Registry and Repository and WebSphere Service Registry and Repository Studio - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg22013955.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,52d236a91c55f7d7c2a27e2c594bbf0c9a524ba5803caea15159388da422a0cc
swg21380213,IBM WebSphere DataPower SOA Appliance MQ Manager Object's connections are not closed as expected. - United States,operations-support,internal,operations,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21380213.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,e4884c694cfb634bf8d65d68e768ace63f2bfc74219923b42953249f3dc37b22
swg21962370,IBM Security Bulletin: Multiple vulnerabilities in IBM Java SDK affect IBM Image Construction and Composition Tool (CVE-2015-0410 and CVE-2014-6593) - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21962370.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,6e4d6c5d1b47b6d9571b5bd5f483ad2aab1570e6aac2ea8b03e1fe5eebe581aa
swg21687172,IBM Security Bulletin: Vulnerability in SSLv3 affects IBM HTTP Server (CVE-2014-3566) - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21687172.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,c7aac5459c2833b3900c901b43e85ecbf5581bc8c5de27eed2adf67c3e764c80
swg21498634,IBM Unable to connect using network services: WebGUI or ssh after upgrading WebSphere DataPower firmware - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21498634.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,6332123e77c4c9a72ae765680b5acdea76b2bd485b016cdcd960720da6ed7c76
swg1PM66670,"IBM PM66670: WHEN LOGIN ATTRIBUTE VALUE HAS ""="" SIGN IN IT, INVALIDUNIQUENAME EXCEPTION IS THROWN. - United States",security-support,restricted,restricted,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg1PM66670.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,804df224271fe9d00093a6a4ef7721ba74dc20c428e8694ce1353f964885023a
swg22008382,IBM Security Bulletin:  Multiple vulnerabilities in IBM Java Runtime affect API Connect - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg22008382.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,526fca09878b05c5ac73a8caec44cc6d9b4e65b48e95db29c187b4beedd1ff14
swg21700865,IBM Security Bulletin: A security vulnerability has been identified in WebSphere Application Server shipped with IBM Business Monitor (CVE-2015-0138) - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21700865.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,098b484ccd8a0dfd2be73a72f8ecc2a321aab52cb6ad30175f362fcf70a1c93c
swg21449103,IBM Limitations when deploying more than one Rule Execution Server console - United States,engineering-support,internal,engineering,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21449103.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,b72601979413d08a4744d476edbd9a70ac9b88c6a8552cb17e3d61d54487ce23
swg21078845,"IBM Security Cache, LTPA Token, and Session Time Outs - United States",security-support,restricted,restricted,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21078845.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,c516f4075a1c73d9a1e5b832944a5e77dfb83a8e97d3fad9d70c4f546cd0b92b
swg21498780,IBM Format of XML-type ruleset parameters in SOAP messages with MTDS - United States,operations-support,internal,operations,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21498780.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,4840557b50195a56c587d2b66299487dfb2ae3594531a59c4fe50fd2195afa18
swg21192546,IBM Failover to secondary node under MSCS and the queue manager will not start - United States,operations-support,internal,operations,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21192546.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,3b0b3714bdfcf20d1f189e817b4a2525885985d16af193f3acd3b7890ef3757c
swg21319595,IBM HPDMG0759W error when creating the AMJRTE properties file - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21319595.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,bd6db5ef76b3aba043f6f94c9b1e1438181f7f083397ba96faf314ec3b3ccc66
swg21157005,IBM MustGather: Object Request Broker (ORB) problems with WebSphere Application Server - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21157005.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,23a4c5602d512cf0cae7b86cd547c7025787d1a564fc092fbe5ade4b2557f057
swg22010419,IBM Security Bulletin: Information disclosure in WebSphere Application Server (CVE-2017-1681) - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg22010419.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,dd0b125a644345053b4e93c492b170a673c1a52f55238f331874d1a97f153332
swg21959083,IBM Security Bulletin: Multiple Security Vulnerabilities fixed in IBM WebSphere Application Server 8.5.5.6 - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21959083.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,e85a970ef0a29f3740587a4436e6f5f382c2e23f5dd56f902e3b58f85210aa63
swg21697120,IBM Security Bulletin: Persistent cross-site scripting vulnerability in Process Admin Console affecting IBM Business Process Manager (BPM) and WebSphere Lombardi Edition (WLE) CVE-2015-0156 - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21697120.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,074ab7e747f3bbb0fe6b91f9763ce7072b017bb315c447cd547aaa5c28871e99
swg21425772,"IBM ""An invalid XML character"" error is thrown when handling data originating from a WebSphere Adapter - United States",operations-support,internal,operations,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21425772.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,cdd920cac8125f5f7feb95ad799e01f132cda8e4c1b1451681689849306cea28
swg21681464,IBM Syndicating to VP with exclusive realms does not work. - United States,engineering-support,internal,engineering,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21681464.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,c18a37708caa73993540e0015cd89c1ffdb354c0a05050c54d1270a82f377d47
swg21974599,IBM Security Bulletin: Vulnerability in MD5 Signature and Hash Algorithm affects IBM MQ Appliance (CVE-2015-7575) - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21974599.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,43635869f01dab3854a934cc647312b21562a5cd119d22dbd28736af0f1960f5
swg21674407,IBM Announcement: End of Support for WebSphere MQ and WebSphere MQ File Transfer Edition V7.0.1 and V7.0.0 and WebSphere MQ Telemetry V7.0.1 - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21674407.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,a2eef23171f86e1eaead4126b5413764e822f46e057ddcd235239d37d99304fb
swg21964501,IBM Security Bulletin: Vulnerability in Diffie-Hellman ciphers affects IBM Image Construction and CompositionTool. (CVE-2015-4000) - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21964501.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,47e0b4389e4539d79360cdffc97206719214cfc5c88941e4d7127385c0d63eb0
swg27046040,IBM Integration Bus Healthcare Pack V4.0 release notes - United States,engineering-support,internal,engineering,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg27046040.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,b2e86d3b2a114a1c8db8b5f7cb2aa2895035bfec8a2dc97e58e321d330e92c57
swg22009964,"IBM Security Bulletin: Multiple vulnerabilities in Node.js affect IBM API Connect (CVE-2017-1000381, CVE-2017-11499) - United States",security-support,restricted,restricted,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg22009964.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,18a21b5877944e61211639e7b02503a78c3f05ef60f7e46d9a08e6e2a9a4b817
swg21318303,IBM Identify the application that has a WMQ queue opened - United States,operations-support,internal,operations,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21318303.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,410ed37e0e7120965570d4cae412dcf19e7a4b59321d8d7ade34d41b263138c8
swg27041395,IBM System Requirements for WebSphere MQ V8.0 - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg27041395.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,033080129a50566b7e48b1a49209500ccaeda143523b6bd6d3c321b02b7446dd
swg22010680,IBM Security Bulletin: Vulnerability in Apache Commons FileUpload affects IBM WebSphere Service Registry and Repository (CVE-2016-1000031) - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg22010680.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,3e4ea2ba698dd700d6f18ad49fa17013fc08f76a2fb4897949280da52a6de070
swg21974598,IBM Security Bulletin: A vulnerability in the GSKit component of IBM MQ Appliance (CVE-2016-0201) - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21974598.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,1546b78caf0ccc22725d1d7b118983145e3c5261550ca3e4744886f2c1c8e779
swg21417765,IBM Configuring defaultRowPrefetch for an Oracle JDBC driver - United States,operations-support,internal,operations,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21417765.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,d8cefc440741d1294ba37c055e46291d8058651d644af2be8b0c02605dd90788
swg27036410,IBM Fix list for IBM HTTP Server Version 8.5 - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg27036410.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,f9d6a6f30d55b2b257ae762db81499229ff56db9615ac906b8c5b7f8d9f13524
swg24032010,IBM IAM9:  Message Broker – WebSphere Decision Service Node - United States,engineering-support,internal,engineering,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg24032010.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,aa86bf0fad1442580fa17bc0207deeb2e30d9c27bf9c5a3c7dba2d7b6cfffc49
swg22005415,IBM Security Bulletin: IBM MQ termination of a client application causes denial of service (CVE-2017-1235) - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg22005415.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,d9330b77739f8e3fa127b300909412ef5876fc87d3d236cc0755ae4b26d7d90b
swg21681142,IBM Solving IBM MQ Java code version mismatches using the mqjavalist.sh script - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21681142.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,39a71be4159f9336e0c4084b9cf86709b9563e6448c0737957037b125ea1fea6
swg21063645,IBM Demystifying the WebSphere StaleConnectionException - United States,engineering-support,internal,engineering,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21063645.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,680fb00b311de6c8a6d886f863aed872d0cb6273287ef494565efcd7bd003d44
swg21964025,IBM Security Bulletin: IBM PureApplication System is affected by a security vulnerability. (CVE-2015-1890) - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg21964025.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,8ba905b88941cf907719bd17560efc5d4e4e4f67fbf5f14f37b8c1fee7416c7e
swg22006126,IBM Security Bulletin:  Multiple vulnerabilities in IBM Java Runtime affect API Connect - United States,security-support,restricted,restricted,techqa-proxy-owner,techqa-2025-05-05,hf://nvidia/TechQA-RAG-Eval/corpus/swg22006126.txt,nvidia/TechQA-RAG-Eval,Apache-2.0,1c151c5e8449eaf3be8e56e39685c80c2e6c3a7d836356f8edd4b61914812ea1
